codice_proiezione,data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
PRO000268,2018-04-21 15:00:00,Miller's Crossing,Crime,Joel Coen,1990,115,16,7.50
PRO000269,2018-04-22 10:30:00,Blood Simple,Crime,Joel Coen,1984,99,12,7.00
PRO000270,2018-04-22 13:00:00,Airlift,Drama,Raja Menon,2016,130,12,7.50
PRO000271,2018-04-22 16:00:00,Höstsonaten,Drama,Ingmar Bergman,1978,99,0,8.00
PRO000272,2018-04-22 18:30:00,The Apartment,Comedy,Billy Wilder,1960,125,0,9.50
PRO000273,2018-04-23 10:30:00,Blood Simple,Crime,Joel Coen,1984,99,12,7.00
PRO000274,2018-04-23 13:00:00,The Lion King,Animation,Roger Allers,1994,88,0,6.50
PRO000275,2018-04-24 10:00:00,Lost Highway,Mystery,David Lynch,1997,134,12,7.50
PRO000276,2018-04-24 13:00:00,The Innocents,Horror,Jack Clayton,1961,100,12,8.50
PRO000277,2018-04-25 10:00:00,Batman: Mask of the Phantasm,Animation,Kevin Altieri,1993,76,6,8.50
PRO000278,2018-04-25 12:00:00,Airlift,Drama,Raja Menon,2016,130,12,8.50
PRO000279,2018-04-25 15:00:00,The Deer Hunter,Drama,Michael Cimino,1978,183,12,7.00
PRO000280,2018-04-26 10:30:00,The Untouchables,Crime,Brian De Palma,1987,119,12,8.50
PRO000281,2018-04-26 13:30:00,The Lady Vanishes,Mystery,Alfred Hitchcock,1938,96,12,6.50
PRO000282,2018-04-26 16:00:00,Guardians of the Galaxy Vol. 2,Action,James Gunn,2017,136,12,8.50
PRO000283,2018-04-27 10:30:00,Jaws,Adventure,Steven Spielberg,1975,124,12,8.00
PRO000284,2018-04-27 13:30:00,Manhattan,Comedy,Woody Allen,1979,96,16,6.50
PRO000285,2018-04-27 16:00:00,Airlift,Drama,Raja Menon,2016,130,12,7.00
PRO000286,2018-04-28 10:00:00,Lost Highway,Mystery,David Lynch,1997,134,12,7.00
PRO000287,2018-04-28 13:00:00,Lost Highway,Mystery,David Lynch,1997,134,12,7.50
PRO000288,2018-04-28 16:00:00,Butch Cassidy and the Sundance Kid,Biography,George Roy Hill,1969,110,6,6.50
PRO000289,2018-04-28 19:00:00,Lost Highway,Mystery,David Lynch,1997,134,12,8.50
PRO000290,2018-04-29 10:00:00,Sweet Smell of Success,Drama,Alexander Mackendrick,1957,96,12,8.50
PRO000291,2018-04-29 12:30:00,The Innocents,Horror,Jack Clayton,1961,100,12,8.00
PRO000292,2018-04-29 15:00:00,Manhattan,Comedy,Woody Allen,1979,96,16,7.50
PRO000293,2018-04-29 17:30:00,Batman: Mask of the Phantasm,Animation,Kevin Altieri,1993,76,6,6.50
PRO000294,2018-04-30 10:30:00,Key Largo,Action,John Huston,1948,100,12,8.50
PRO000295,2018-04-30 13:00:00,Lost Highway,Mystery,David Lynch,1997,134,12,8.00
PRO000296,2018-05-01 10:00:00,Manhattan,Comedy,Woody Allen,1979,96,16,7.50
PRO000297,2018-05-02 10:00:00,Brief Encounter,Drama,David Lean,1945,86,0,6.50
PRO000298,2018-05-02 12:00:00,Butch Cassidy and the Sundance Kid,Biography,George Roy Hill,1969,110,6,7.50
PRO000299,2018-05-02 15:00:00,The Untouchables,Crime,Brian De Palma,1987,119,12,8.00
PRO000300,2018-05-03 10:00:00,The Untouchables,Crime,Brian De Palma,1987,119,12,6.50
PRO000301,2018-05-04 10:00:00,Blood Simple,Crime,Joel Coen,1984,99,12,7.00
PRO000302,2018-05-05 10:00:00,A Bronx Tale,Crime,Robert De Niro,1993,121,16,8.50
PRO000303,2018-05-05 13:00:00,Harold and Maude,Comedy,Hal Ashby,1971,91,6,7.00
PRO000304,2018-05-05 15:30:00,Blood Simple,Crime,Joel Coen,1984,99,12,8.00
PRO000305,2018-05-06 10:30:00,In the Name of the Father,Biography,Jim Sheridan,1993,133,12,7.00
PRO000306,2018-05-06 13:30:00,Forrest Gump,Drama,Robert Zemeckis,1994,142,12,8.00
PRO000307,2018-05-06 16:30:00,Sweet Smell of Success,Drama,Alexander Mackendrick,1957,96,12,8.00
PRO000308,2018-05-07 10:00:00,Thor: Ragnarok,Action,Taika Waititi,2017,130,12,6.50
PRO000309,2018-05-07 13:00:00,The Deer Hunter,Drama,Michael Cimino,1978,183,12,8.00
PRO000310,2018-05-07 17:00:00,The Deer Hunter,Drama,Michael Cimino,1978,183,12,8.50
PRO000311,2018-05-08 10:30:00,The Grapes of Wrath,Drama,John Ford,1940,129,12,7.00
PRO000312,2018-05-08 13:30:00,Lost Highway,Mystery,David Lynch,1997,134,12,7.00
PRO000313,2018-05-08 16:30:00,The Untouchables,Crime,Brian De Palma,1987,119,12,7.00
PRO000314,2018-05-09 10:30:00,When Harry Met Sally...,Comedy,Rob Reiner,1989,95,12,7.00
PRO000315,2018-05-09 13:00:00,Airlift,Drama,Raja Menon,2016,130,12,8.00
PRO000316,2018-05-10 10:30:00,Red River,Action,Howard Hawks,1948,133,12,6.50
PRO000317,2018-05-10 13:30:00,Manhattan,Comedy,Woody Allen,1979,96,16,8.50
PRO000318,2018-05-10 16:00:00,Jaws,Adventure,Steven Spielberg,1975,124,12,7.00
PRO000319,2018-05-11 10:00:00,The Lady Vanishes,Mystery,Alfred Hitchcock,1938,96,12,8.50
PRO000320,2018-05-12 10:30:00,Serpico,Biography,Sidney Lumet,1973,130,12,7.50
PRO000321,2018-05-12 13:30:00,Batman: Mask of the Phantasm,Animation,Kevin Altieri,1993,76,6,8.00
PRO000322,2018-05-12 15:30:00,The Apartment,Comedy,Billy Wilder,1960,125,0,6.50
PRO000323,2018-05-12 18:30:00,Clerks,Comedy,Kevin Smith,1994,92,16,10.00
PRO000324,2018-05-13 10:00:00,Red River,Action,Howard Hawks,1948,133,12,7.50
PRO000325,2018-05-13 13:00:00,Lost Highway,Mystery,David Lynch,1997,134,12,8.00
PRO000326,2018-05-13 16:00:00,Batman: Mask of the Phantasm,Animation,Kevin Altieri,1993,76,6,8.00
PRO000327,2018-05-14 10:00:00,Batman: Mask of the Phantasm,Animation,Kevin Altieri,1993,76,6,8.00
PRO000328,2018-05-15 10:00:00,Forrest Gump,Drama,Robert Zemeckis,1994,142,12,6.50
PRO000329,2018-05-15 13:30:00,Jules et Jim,Drama,François Truffaut,1962,105,12,8.00
PRO000330,2018-05-16 10:30:00,The Lion King,Animation,Roger Allers,1994,88,0,6.50
PRO000331,2018-05-16 13:00:00,Lost Highway,Mystery,David Lynch,1997,134,12,8.00
PRO000332,2018-05-17 10:30:00,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,8.00
PRO000333,2018-05-17 13:00:00,The Lady Vanishes,Mystery,Alfred Hitchcock,1938,96,12,8.50
PRO000334,2018-05-17 15:30:00,Batman: Mask of the Phantasm,Animation,Kevin Altieri,1993,76,6,8.50
PRO000335,2018-05-18 10:30:00,The Verdict,Drama,Sidney Lumet,1982,129,0,8.00
PRO000336,2018-05-18 13:30:00,Forrest Gump,Drama,Robert Zemeckis,1994,142,12,8.00
PRO000337,2018-05-18 17:00:00,Trainspotting,Drama,Danny Boyle,1996,93,12,8.50
PRO000338,2018-05-19 10:00:00,The Untouchables,Crime,Brian De Palma,1987,119,12,6.50
PRO000339,2018-05-19 13:00:00,The Lion King,Animation,Roger Allers,1994,88,0,8.50
PRO000340,2018-05-19 15:30:00,Sling Blade,Drama,Billy Bob Thornton,1996,135,16,7.50
PRO000341,2018-05-20 10:00:00,Forrest Gump,Drama,Robert Zemeckis,1994,142,12,6.50
PRO000342,2018-05-20 13:00:00,Trainspotting,Drama,Danny Boyle,1996,93,12,8.50
PRO000343,2018-05-20 15:30:00,Trainspotting,Drama,Danny Boyle,1996,93,12,7.50
PRO000344,2018-05-21 10:30:00,Airlift,Drama,Raja Menon,2016,130,12,7.00
PRO000345,2018-05-21 13:30:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,8.00
PRO000346,2018-05-22 10:30:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,8.50
PRO000347,2018-05-23 10:00:00,Jules et Jim,Drama,François Truffaut,1962,105,12,8.50
PRO000348,2018-05-24 10:00:00,Trainspotting,Drama,Danny Boyle,1996,93,12,8.50
PRO000349,2018-05-25 10:30:00,The Untouchables,Crime,Brian De Palma,1987,119,12,8.00
PRO000350,2018-05-25 13:30:00,The Verdict,Drama,Sidney Lumet,1982,129,0,6.50
PRO000351,2018-05-25 16:30:00,Sling Blade,Drama,Billy Bob Thornton,1996,135,16,7.50
PRO000352,2018-05-26 10:30:00,The Grapes of Wrath,Drama,John Ford,1940,129,12,8.00
PRO000353,2018-05-26 13:30:00,Serpico,Biography,Sidney Lumet,1973,130,12,7.50
PRO000354,2018-05-26 16:30:00,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,8.00
PRO000355,2018-05-27 10:30:00,Clerks,Comedy,Kevin Smith,1994,92,16,8.00
PRO000356,2018-05-27 13:00:00,Blue Velvet,Drama,David Lynch,1986,120,12,8.00
PRO000357,2018-05-27 16:00:00,When Harry Met Sally...,Comedy,Rob Reiner,1989,95,12,7.00
PRO000358,2018-05-28 10:30:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,8.00
PRO000359,2018-05-29 10:00:00,Trainspotting,Drama,Danny Boyle,1996,93,12,6.50
PRO000360,2018-05-29 12:30:00,The Wild Bunch,Action,Sam Peckinpah,1969,145,12,6.50
PRO000361,2018-05-30 10:00:00,Batman: Mask of the Phantasm,Animation,Kevin Altieri,1993,76,6,7.50
PRO000362,2018-05-31 10:00:00,The Ten Commandments,Adventure,Cecil B. DeMille,1956,220,0,8.50
PRO000363,2018-05-31 14:30:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,8.00
PRO000364,2018-05-31 17:30:00,The Wild Bunch,Action,Sam Peckinpah,1969,145,12,8.50
PRO000365,2018-06-01 10:30:00,Serpico,Biography,Sidney Lumet,1973,130,12,7.50
PRO000366,2018-06-02 10:30:00,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,8.00
PRO000367,2018-06-02 13:00:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,8.00
PRO000368,2018-06-02 16:00:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,7.50
PRO000369,2018-06-02 18:30:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,10.00
PRO000370,2018-06-03 10:00:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.00
PRO000371,2018-06-03 12:30:00,Trainspotting,Drama,Danny Boyle,1996,93,12,6.50
PRO000372,2018-06-03 15:00:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,6.50
PRO000373,2018-06-03 17:30:00,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,8.00
PRO000374,2018-06-04 10:00:00,The Verdict,Drama,Sidney Lumet,1982,129,0,7.00
PRO000375,2018-06-05 10:00:00,The Ten Commandments,Adventure,Cecil B. DeMille,1956,220,0,7.50
PRO000376,2018-06-05 14:30:00,Airlift,Drama,Raja Menon,2016,130,12,8.50
PRO000377,2018-06-06 10:30:00,When Harry Met Sally...,Comedy,Rob Reiner,1989,95,12,8.50
PRO000378,2018-06-06 13:00:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,7.00
PRO000379,2018-06-06 16:00:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,6.50
PRO000380,2018-06-07 10:30:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,7.00
PRO000381,2018-06-07 13:30:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,7.00
PRO000382,2018-06-07 16:00:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,6.50
PRO000383,2018-06-08 10:00:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,7.50
PRO000384,2018-06-08 12:30:00,Spider-Man: Into the Spider-Verse,Animation,Bob Persichetti,2018,117,0,8.00
PRO000385,2018-06-08 15:30:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,8.50
PRO000386,2018-06-09 10:00:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.50
PRO000387,2018-06-09 12:30:00,The Wild Bunch,Action,Sam Peckinpah,1969,145,12,6.50
PRO000388,2018-06-09 15:30:00,The Wild Bunch,Action,Sam Peckinpah,1969,145,12,7.50
PRO000389,2018-06-10 10:30:00,The Ten Commandments,Adventure,Cecil B. DeMille,1956,220,0,8.50
PRO000390,2018-06-10 15:00:00,The Long Goodbye,Comedy,Robert Altman,1973,112,12,7.00
PRO000391,2018-06-10 18:00:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,8.50
PRO000392,2018-06-11 10:00:00,Spider-Man: Into the Spider-Verse,Animation,Bob Persichetti,2018,117,0,7.00
PRO000393,2018-06-11 13:00:00,Serpico,Biography,Sidney Lumet,1973,130,12,8.00
PRO000394,2018-06-11 16:00:00,Blue Velvet,Drama,David Lynch,1986,120,12,7.50
PRO000395,2018-06-12 10:00:00,The Wild Bunch,Action,Sam Peckinpah,1969,145,12,7.50
PRO000396,2018-06-12 13:30:00,The Wild Bunch,Action,Sam Peckinpah,1969,145,12,8.50
PRO000397,2018-06-12 17:00:00,The Grapes of Wrath,Drama,John Ford,1940,129,12,6.50
PRO000398,2018-06-13 10:30:00,When Harry Met Sally...,Comedy,Rob Reiner,1989,95,12,6.50
PRO000399,2018-06-14 10:30:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,8.50
PRO000400,2018-06-14 13:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,6.50
PRO000401,2018-06-14 16:00:00,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,7.00
PRO000402,2018-06-15 10:30:00,Blue Velvet,Drama,David Lynch,1986,120,12,6.50
PRO000403,2018-06-15 13:30:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.50
PRO000404,2018-06-15 16:00:00,Rebel Without a Cause,Drama,Nicholas Ray,1955,111,12,8.00
PRO000405,2018-06-16 10:00:00,The Ten Commandments,Adventure,Cecil B. DeMille,1956,220,0,7.00
PRO000406,2018-06-16 14:30:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.00
PRO000407,2018-06-16 17:00:00,Jules et Jim,Drama,François Truffaut,1962,105,12,8.50
PRO000408,2018-06-17 10:00:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,7.50
PRO000409,2018-06-17 13:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,6.50
PRO000410,2018-06-17 16:00:00,The Untouchables,Crime,Brian De Palma,1987,119,12,6.50
PRO000411,2018-06-17 19:00:00,Airlift,Drama,Raja Menon,2016,130,12,9.50
PRO000412,2018-06-18 10:30:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.50
PRO000413,2018-06-19 10:30:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.50
PRO000414,2018-06-19 13:00:00,Lethal Weapon,Action,Richard Donner,1987,109,12,7.50
PRO000415,2018-06-19 15:30:00,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,8.50
PRO000416,2018-06-20 10:00:00,Nuovo Cinema Paradiso,Drama,Giuseppe Tornatore,1988,155,0,7.00
PRO000417,2018-06-20 13:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,7.50
PRO000418,2018-06-21 10:30:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,6.50
PRO000419,2018-06-21 13:30:00,Crimes and Misdemeanors,Comedy,Woody Allen,1989,104,12,7.50
PRO000420,2018-06-22 10:30:00,Nuovo Cinema Paradiso,Drama,Giuseppe Tornatore,1988,155,0,7.00
PRO000421,2018-06-23 10:30:00,The Untouchables,Crime,Brian De Palma,1987,119,12,8.00
PRO000422,2018-06-23 13:30:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,8.00
PRO000423,2018-06-23 16:30:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,8.00
PRO000424,2018-06-23 19:00:00,Lola rennt,Crime,Tom Tykwer,1998,81,12,9.00
PRO000425,2018-06-24 10:30:00,Rebel Without a Cause,Drama,Nicholas Ray,1955,111,12,7.50
PRO000426,2018-06-24 13:00:00,Rebel Without a Cause,Drama,Nicholas Ray,1955,111,12,7.50
PRO000427,2018-06-24 15:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,7.00
PRO000428,2018-06-24 18:00:00,Malcolm X,Biography,Spike Lee,1992,202,0,8.50
PRO000429,2018-06-25 10:30:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,7.50
PRO000430,2018-06-25 13:30:00,Trainspotting,Drama,Danny Boyle,1996,93,12,8.00
PRO000431,2018-06-26 10:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,8.00
PRO000432,2018-06-26 13:00:00,Indiana Jones and the Last Crusade,Action,Steven Spielberg,1989,127,0,7.50
PRO000433,2018-06-27 10:00:00,Happiness,Comedy,Todd Solondz,1998,134,12,7.00
PRO000434,2018-06-28 10:30:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,8.00
PRO000435,2018-06-29 10:00:00,A Hard Day's Night,Comedy,Richard Lester,1964,87,0,7.50
PRO000436,2018-06-29 12:30:00,Lola rennt,Crime,Tom Tykwer,1998,81,12,8.00
PRO000437,2018-06-30 10:30:00,Hiroshima mon amour,Drama,Alain Resnais,1959,90,12,7.00
PRO000438,2018-06-30 13:00:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,7.00
PRO000439,2018-06-30 15:30:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,8.50
PRO000440,2018-07-01 10:00:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,8.00
PRO000441,2018-07-01 12:30:00,Star Wars: Episode V - The Empire Strikes Back,Action,Irvin Kershner,1980,124,12,6.50
PRO000442,2018-07-01 15:30:00,Indiana Jones and the Last Crusade,Action,Steven Spielberg,1989,127,0,7.00
PRO000443,2018-07-02 10:00:00,Star Wars: Episode V - The Empire Strikes Back,Action,Irvin Kershner,1980,124,12,7.00
PRO000444,2018-07-03 10:30:00,"Planes, Trains & Automobiles",Comedy,John Hughes,1987,93,0,8.00
PRO000445,2018-07-04 10:30:00,When Harry Met Sally...,Comedy,Rob Reiner,1989,95,12,8.00
PRO000446,2018-07-05 10:00:00,The Verdict,Drama,Sidney Lumet,1982,129,0,8.50
PRO000447,2018-07-05 13:00:00,"Planes, Trains & Automobiles",Comedy,John Hughes,1987,93,0,8.00
PRO000448,2018-07-05 15:30:00,Lethal Weapon,Action,Richard Donner,1987,109,12,6.50
PRO000449,2018-07-06 10:00:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,6.50
PRO000450,2018-07-06 12:30:00,Nuovo Cinema Paradiso,Drama,Giuseppe Tornatore,1988,155,0,8.00
PRO000451,2018-07-06 16:00:00,"Planes, Trains & Automobiles",Comedy,John Hughes,1987,93,0,7.50
PRO000452,2018-07-07 10:30:00,Lola rennt,Crime,Tom Tykwer,1998,81,12,7.50
PRO000453,2018-07-07 13:00:00,Rebel Without a Cause,Drama,Nicholas Ray,1955,111,12,8.50
PRO000454,2018-07-07 15:30:00,Patton,Biography,Franklin J. Schaffner,1970,172,0,6.50
PRO000455,2018-07-08 10:00:00,Indiana Jones and the Last Crusade,Action,Steven Spielberg,1989,127,0,7.00
PRO000456,2018-07-08 13:00:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,7.50
PRO000457,2018-07-08 15:30:00,Lola rennt,Crime,Tom Tykwer,1998,81,12,8.00
PRO000458,2018-07-08 17:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,8.50
PRO000459,2018-07-09 10:30:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,6.50
PRO000460,2018-07-09 13:00:00,Star Wars: Episode V - The Empire Strikes Back,Action,Irvin Kershner,1980,124,12,6.50
PRO000461,2018-07-10 10:30:00,Malcolm X,Biography,Spike Lee,1992,202,0,8.00
PRO000462,2018-07-10 14:30:00,Star Wars,Action,George Lucas,1977,121,12,8.00
PRO000463,2018-07-11 10:00:00,The Night of the Hunter,Crime,Charles Laughton,1955,92,12,7.00
PRO000464,2018-07-11 12:30:00,Willy Wonka & the Chocolate Factory,Family,Mel Stuart,1971,100,0,7.50
PRO000465,2018-07-11 15:00:00,Abre los ojos,Drama,Alejandro Amenábar,1997,119,0,8.50
PRO000466,2018-07-12 10:00:00,Star Wars,Action,George Lucas,1977,121,12,6.50
PRO000467,2018-07-12 13:00:00,Hell or High Water,Action,David Mackenzie,2016,102,16,7.00
PRO000468,2018-07-13 10:30:00,Kimi no na wa.,Animation,Makoto Shinkai,2016,106,0,7.50
PRO000469,2018-07-14 10:00:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,8.00
PRO000470,2018-07-14 12:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,6.50
PRO000471,2018-07-14 15:00:00,American History X,Drama,Tony Kaye,1998,119,16,6.50
PRO000472,2018-07-15 10:30:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,6.50
PRO000473,2018-07-15 13:00:00,Star Wars: Episode V - The Empire Strikes Back,Action,Irvin Kershner,1980,124,12,7.50
PRO000474,2018-07-15 16:00:00,A Hard Day's Night,Comedy,Richard Lester,1964,87,0,8.00
PRO000475,2018-07-16 10:00:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,8.50
PRO000476,2018-07-16 12:30:00,A Hard Day's Night,Comedy,Richard Lester,1964,87,0,7.00
PRO000477,2018-07-16 15:00:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,6.50
PRO000478,2018-07-17 10:00:00,Abre los ojos,Drama,Alejandro Amenábar,1997,119,0,6.50
PRO000479,2018-07-17 13:00:00,A Night at the Opera,Comedy,Sam Wood,1935,96,12,6.50
PRO000480,2018-07-18 10:30:00,Pâfekuto burû,Animation,Satoshi Kon,1997,81,12,7.50
PRO000481,2018-07-18 12:30:00,Die Hard: With a Vengeance,Action,John McTiernan,1995,128,12,7.00
PRO000482,2018-07-19 10:30:00,Hell or High Water,Action,David Mackenzie,2016,102,16,8.00
PRO000483,2018-07-20 10:00:00,Abre los ojos,Drama,Alejandro Amenábar,1997,119,0,8.00
PRO000484,2018-07-20 13:00:00,On the Waterfront,Crime,Elia Kazan,1954,108,12,6.50
PRO000485,2018-07-20 15:30:00,"Planes, Trains & Automobiles",Comedy,John Hughes,1987,93,0,7.50
PRO000486,2018-07-21 10:30:00,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,8.00
PRO000487,2018-07-21 13:30:00,Dà hóng denglong gaogao guà,Drama,Yimou Zhang,1991,125,6,8.00
PRO000488,2018-07-21 16:30:00,Die Hard: With a Vengeance,Action,John McTiernan,1995,128,12,7.50
PRO000489,2018-07-22 10:30:00,Lola rennt,Crime,Tom Tykwer,1998,81,12,7.00
PRO000490,2018-07-22 13:00:00,Enter the Dragon,Action,Robert Clouse,1973,102,12,8.50
PRO000491,2018-07-22 15:30:00,On the Waterfront,Crime,Elia Kazan,1954,108,12,8.00
PRO000492,2018-07-22 18:30:00,Indiana Jones and the Last Crusade,Action,Steven Spielberg,1989,127,0,8.50
PRO000493,2018-07-23 10:30:00,Judgment at Nuremberg,Drama,Stanley Kramer,1961,179,12,7.50
PRO000494,2018-07-23 14:30:00,Lola rennt,Crime,Tom Tykwer,1998,81,12,8.50
PRO000495,2018-07-24 10:00:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,7.50
PRO000496,2018-07-25 10:00:00,Patton,Biography,Franklin J. Schaffner,1970,172,0,8.50
PRO000497,2018-07-25 13:30:00,Pâfekuto burû,Animation,Satoshi Kon,1997,81,12,8.00
PRO000498,2018-07-25 16:00:00,Abre los ojos,Drama,Alejandro Amenábar,1997,119,0,6.50
PRO000499,2018-07-26 10:00:00,The Goonies,Adventure,Richard Donner,1985,114,0,8.50
PRO000500,2018-07-26 13:00:00,Dà hóng denglong gaogao guà,Drama,Yimou Zhang,1991,125,6,8.00
PRO000501,2018-07-27 10:00:00,American History X,Drama,Tony Kaye,1998,119,16,7.50
PRO000502,2018-07-28 10:30:00,This Is Spinal Tap,Comedy,Rob Reiner,1984,82,16,7.00
PRO000503,2018-07-28 13:00:00,The Truman Show,Comedy,Peter Weir,1998,103,0,7.00
PRO000504,2018-07-28 15:30:00,Enter the Dragon,Action,Robert Clouse,1973,102,12,7.00
PRO000505,2018-07-29 10:30:00,A Night at the Opera,Comedy,Sam Wood,1935,96,12,7.00
PRO000506,2018-07-29 13:00:00,This Is Spinal Tap,Comedy,Rob Reiner,1984,82,16,8.00
PRO000507,2018-07-29 15:00:00,This Is Spinal Tap,Comedy,Rob Reiner,1984,82,16,7.50
PRO000508,2018-07-30 10:30:00,Hell or High Water,Action,David Mackenzie,2016,102,16,7.00
PRO000509,2018-07-30 13:00:00,Judgment at Nuremberg,Drama,Stanley Kramer,1961,179,12,8.00
PRO000510,2018-07-31 10:30:00,"Planes, Trains & Automobiles",Comedy,John Hughes,1987,93,0,8.00
PRO000511,2018-07-31 13:00:00,Kimi no na wa.,Animation,Makoto Shinkai,2016,106,0,8.50
PRO000512,2018-07-31 15:30:00,The Truman Show,Comedy,Peter Weir,1998,103,0,7.00
PRO000513,2018-08-01 10:30:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,8.00
PRO000514,2018-08-01 13:00:00,Malcolm X,Biography,Spike Lee,1992,202,0,6.50
PRO000515,2018-08-02 10:30:00,The Outlaw Josey Wales,Western,Clint Eastwood,1976,135,12,6.50
PRO000516,2018-08-02 13:30:00,La haine,Crime,Mathieu Kassovitz,1995,98,12,8.50
PRO000517,2018-08-02 16:00:00,Enter the Dragon,Action,Robert Clouse,1973,102,12,8.00
PRO000518,2018-08-03 10:00:00,Star Wars,Action,George Lucas,1977,121,12,7.00
PRO000519,2018-08-03 13:00:00,Bringing Up Baby,Comedy,Howard Hawks,1938,102,12,8.00
PRO000520,2018-08-04 10:30:00,Hell or High Water,Action,David Mackenzie,2016,102,16,8.00
PRO000521,2018-08-04 13:00:00,The Goonies,Adventure,Richard Donner,1985,114,0,6.50
PRO000522,2018-08-04 15:30:00,Smultronstället,Drama,Ingmar Bergman,1957,91,0,8.00
PRO000523,2018-08-05 10:30:00,Hell or High Water,Action,David Mackenzie,2016,102,16,8.50
PRO000524,2018-08-05 13:00:00,This Is Spinal Tap,Comedy,Rob Reiner,1984,82,16,8.00
PRO000525,2018-08-05 15:30:00,Bound by Honor,Crime,Taylor Hackford,1993,180,16,7.50
